"
                        Merchants need to apply to PayPal for enabling billing agreements feature. Do not enable this option until PayPal confirms that billing agreements are enabled for your merchant account.
                    ","商人需要向 PayPal 申请启用计费协议功能。直到贝宝确认你的商人帐户启用的自动扣款协议，请不要启用此选项。                    "
"Skip Order Review Step","跳过顺序审查步骤"
"PayPal Billing Agreement Settings","paypal付款协议设置"
"Enabled","启动"
"
                            Will appear as a payment option only for customers who have at least one active billing agreement.
                        ","将只对客户有至少一个活跃的账单协议作为付款选项出现。"
"Allow in Billing Agreement Wizard","允许自动扣款协议向导"
"Settlement Report Settings","解决报表设置"
"SFTP Credentials","SFTP 凭据"
"Login","登录"
"Password","密码"
"Custom Endpoint Hostname or IP-Address","自定义终结点的主机名或 IP 地址"
"By default it is ""reports.paypal.com"".","默认情况下它是""reports.paypal.com""。"
"Use colon to specify port. For example: ""test.example.com:5224"".","使用冒号来指定端口。例如:""test.example.com:5224""。"
"Custom Path","自定义路径"
"Scheduled Fetching","预定取"
"Enable Automatic Fetching","启用自动取"
"Schedule","计划任务"
"PayPal retains reports for 45 days.","paypal将报告保留 45 天。"
"Time of Day","一天的时间"
"Frontend Experience Settings","前端体验设置"
"PayPal Product Logo","paypal产品标志"
"Displays on catalog pages and homepage.","在目录页和主页上显示。"
"PayPal Merchant Pages Style","paypal商人页样式"
"Page Style","页面样式"
"
                            Allowable values: ""paypal"", ""primary"" (default), your_custom_value (a custom payment page style from your merchant account profile).
                        ","允许的值:""paypal""，""主""(默认值)，your_custom_value (从你的商人帐户配置文件自定义付款页面样式)。"
"Header Image URL","标题图像 URL"
"
                            The image at the top left of the checkout page. Max size is 750x90-pixel. <strong style=""color:red"">https</strong> is highly encouraged.
                        ","图像在顶部留下的结帐页面。最大大小是 750 × 90 像素。<strong style=""color:red""> https</strong> 是非常鼓舞。                        "
"Header Background Color","标题背景颜色"
"
                            The background color for the header of the checkout page. Case-insensitive six-character HTML hexadecimal color code in ASCII.
                        ","标头的结帐页面的背景色。不区分大小写六个字符 HTML 十六进制颜色代码在 ASCII。                        "
"Header Border Color","页眉边框颜色"
"2-pixel perimeter around the header space.","2 像素周边的页眉空间。"
"Page Background Color","页面背景颜色"
"
                            The background color for the checkout page around the header and payment form.
                        ","周围的标头和付款的形式结帐页面背景颜色。"
"Payments Advanced (Includes Express Checkout)","先进的付款 (包括快递签出)"
"Accept payments with a PCI-compliant checkout that keeps customers on your site.","接受 PCI 兼容的签出，可以让顾客在网站上的支付。"
"Payments Advanced and Express Checkout","付款先进和快递签出"
"Partner","合作伙伴"
"Vendor","供应商"
"User","用户"
"PayPal recommends that you set up an additional User on your account at manager.paypal.com","PayPal 建议您在您的帐户在 manager.paypal.com 上设置额外的用户"
"PayPal recommends you set up an additional User on your account at manager.paypal.com, instead of entering your admin username and password here. This will enhance your security and prevent service interruptions if you later change your password. If you do not want to set up an additional User, you can re-enter your Merchant Login here.","PayPal 建议您设置其他用户在您的帐户在 manager.paypal.com，而不是输入您的管理员用户名和密码在这里。这将提高您的安全和防止服务中断，如果您以后更改您的密码。如果你不想要设置更多的用户，您可以重新输入您的商人在这里登录。"
"Test Mode","测试模板"
"Use Proxy","使用代理服务器"
"
                    <a href=\"https://financing.paypal.com/ppfinportal/content/whyUseFinancing\" target=\"_blank\">Why Advertise Financing?</a><br/>
                                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                            from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                            Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                            or more. <a href=\"https://financing.paypal.com/ppfinportal/content/forrester\" target=\"_blank\">See Details</a>.
                ","
                    <a href=\"https://financing.paypal.com/ppfinportal/content/whyUseFinancing\" target=\"_blank\">Why Advertise Financing?</a><br/>
                                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                            from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                            Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                            or more. <a href=\"https://financing.paypal.com/ppfinportal/content/forrester\" target=\"_blank\">See Details</a>.
                "
"Basic Settings - PayPal Payments Advanced","Basic Settings - PayPal Payments Advanced"
"It is recommended to set this value to ""Debit or Credit Card"" per store views.","建议将此值向""借记卡或信用卡""设置每一个商店界面。"
"CVV Entry is Editable","CVV 条目是编辑"
"Require CVV Entry","需要 CVV 条目"
"Send Email Confirmation","发送电子邮件确认"
"URL method for Cancel URL and Return URL","取消的 URL 和返回的 URL 的 URL 方法"
"Payflow Link (Includes Express Checkout)","转账链接 (包括快递签出)"
"Connect your merchant account with a PCI-compliant gateway that lets customers pay without leaving your site.","将你的商人帐户连接 PCI 兼容的网关，让用户无需离开您的网站支付。"
"Payflow Link and Express Checkout","转账链接和快递签出"
"Email Associated with PayPal Merchant Account (Optional)","与贝宝商人帐户 (可选) 关联的电子邮件"
"If you do not have multiple users set up on your account, please re-enter your Vendor/Merchant Login here.","如果您没有在您的帐户设置的多个用户，请重新输入您的供应商/商人登录名。"
"Enable Payflow Link","启用转账链接"
"Enable Express Checkout","启用快速退房手续"
"Basic Settings - PayPal Payflow Link","基本设置-PayPal 转账链接"
"Website Payments Pro Hosted Solution","网站付款专业托管的解决方案"
"Accept payments with a PCI compliant checkout that keeps customers on your site.","接受 PCI 兼容结帐，可以让顾客在网站上的支付。"
"Payments Pro Hosted Solution","付款 Pro 托管解决方案"
"
                    <a href=\"https:/financing.paypal.com/ppfinportal/content/whyUseFinancing\" target=\"_blank\">Why Advertise Financing?</a><br/>
                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                            from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                            Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                            or more. <a href=\"https:/financing.paypal.com/ppfinportal/content/forrester\" target=\"_blank\">See Details</a>.
                ","
                    <a href=\"https:/financing.paypal.com/ppfinportal/content/whyUseFinancing\" target=\"_blank\">Why Advertise Financing?</a><br/>
                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                            from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                            Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                            or more. <a href=\"https:/financing.paypal.com/ppfinportal/content/forrester\" target=\"_blank\">See Details</a>.
                "
"Basic Settings - PayPal Payments Pro Hosted Solution","Basic Settings - PayPal Payments Pro Hosted Solution"
"It is recommended to set this value to ""PayPal"" per store views.","它建议设置此值与""贝宝""每一个商店界面。"
"Display Express Checkout in the Payment Information step","在付款信息步骤中显示快速结账"
"Website Payments Pro Hosted Solution and Express Checkout","网站付款专业托管的解决方案和快速退房手续"
"Basic Settings - PayPal Website Payments Pro Hosted Solution","基本设置-支付网站付款专业托管解决方案"
"Payflow Pro","转账 Pro"
"Connect your merchant account with a fully customizable gateway that lets customers pay without leaving your site.","可完全自定义的网关，让用户无需离开您的网站支付连接你的商人帐户。"
"Basic Settings - PayPal Payflow Pro","基本设置-PayPal 转账 Pro"
"Credit Card Settings","信用卡设置"
"Allowed Credit Card Types","无法更新送货方式"
"
                    Supporting of American Express cards require additional agreement. Learn more at <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>.
                ","支持的美国运通卡需要附加协议。了解更多在 <a href=""http://www.paypal.com/amexupdate""> http://www.paypal.com/amexupdate</a>。                "
"CVV and AVS Settings","CVV和 AVS 设置"
"Reject Transaction if:","拒绝交易的条件："
"AVS Street Does Not Match","AVS 街与不匹配"
"AVS Zip Does Not Match","AVS Zip 不匹配"
"International AVS Indicator Does Not Match","国际 AVS 指标不符"
"Card Security Code Does Not Match","信用卡安全代码不匹配"
"Payflow Pro (Includes Express Checkout)","转账 Pro (包括快递签出)"
"Payflow Pro and Express Checkout","转账 Pro 和快递签出"
"
                    <a href=\"https:/financing.paypal.com/ppfinportal/content/whyUseFinancing\" target=\"_blank\">Why Advertise Financing?</a><br/>
                                <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                                The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                or more. <a href=\"https:/financing.paypal.com/ppfinportal/content/forrester\" target=\"_blank\">See Details</a>.
                ","
                    <a href=\"https:/financing.paypal.com/ppfinportal/content/whyUseFinancing\" target=\"_blank\">Why Advertise Financing?</a><br/>
                                <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                                The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                or more. <a href=\"https:/financing.paypal.com/ppfinportal/content/forrester\" target=\"_blank\">See Details</a>.
                "
